datetime,temp,dew,humidity,precip,windspeed,conditions
2024-02-18,14.4,9.5,76.2,2.31,11.3,"Rain, Partially cloudy"
2024-02-19,16.8,11.0,69.5,2.924,20.4,"Rain, Partially cloudy"
2024-02-20,14.1,10.3,78.8,3.432,16.4,"Rain, Partially cloudy"
2024-02-21,12.8,8.9,78.5,0.055,16.3,"Rain, Partially cloudy"
2024-02-22,12.4,8.0,75.3,0.0,9.5,Partially cloudy
2024-02-23,12.2,8.2,77.6,0.0,13.1,Clear
2024-02-24,13.6,8.6,73.7,0.0,11.3,Clear
2024-02-25,14.4,8.2,68.8,0.0,11.2,Clear
2024-02-26,14.6,7.9,65.3,0.0,15.0,Partially cloudy
2024-02-27,13.6,9.9,79.1,0.002,18.5,"Rain, Overcast"
2024-02-28,15.3,9.8,71.2,0.0,11.1,Partially cloudy
2024-02-29,14.5,8.4,68.3,0.0,24.0,Clear
2024-03-01,14.1,8.2,69.9,0.634,25.8,"Rain, Partially cloudy"
2024-03-02,12.4,7.3,72.4,2.207,27.6,"Rain, Partially cloudy"
2024-03-03,11.4,6.0,71.2,0.6,22.6,"Rain, Partially cloudy"
2024-03-04,10.0,4.6,71.2,0.0,24.1,Partially cloudy
2024-03-05,11.7,4.3,62.3,0.0,11.2,Clear
2024-03-06,11.6,6.3,72.1,2.86,18.3,"Rain, Partially cloudy"
2024-03-07,11.9,8.7,81.3,1.083,15.0,"Rain, Partially cloudy"
2024-03-08,13.7,8.3,71.9,0.0,11.1,Clear
2024-03-09,15.1,7.0,62.1,0.0,16.6,Clear
2024-03-10,14.1,7.9,68.9,0.0,13.0,Clear
2024-03-11,13.7,4.6,56.8,0.0,18.5,Partially cloudy
2024-03-12,13.1,7.6,70.7,0.0,15.0,Partially cloudy
2024-03-13,12.2,6.8,71.3,0.0,20.5,Partially cloudy
2024-03-14,13.0,4.0,57.9,0.0,25.9,Clear
2024-03-15,13.3,1.8,49.8,0.0,18.3,Clear
2024-03-16,15.1,1.7,43.0,0.0,18.3,Clear
2024-03-17,15.6,4.1,48.3,0.0,12.7,Clear
2024-03-18,17.4,6.3,50.8,0.0,13.0,Clear
2024-03-19,18.2,7.5,52.4,0.0,22.8,Clear
2024-03-20,17.8,5.1,49.0,0.0,23.7,Clear
2024-03-21,16.2,5.0,49.6,0.0,14.9,Clear
2024-03-22,18.1,5.7,48.2,0.0,20.2,Clear
2024-03-23,13.3,8.1,73.2,9.522,33.2,"Rain, Partially cloudy"
2024-03-24,10.6,7.1,79.6,2.135,29.1,"Rain, Partially cloudy"
2024-03-25,12.6,7.5,73.1,3.734,18.4,"Rain, Partially cloudy"
2024-03-26,12.9,6.9,69.0,0.0,24.6,Partially cloudy
2024-03-27,15.2,5.6,56.6,0.0,18.2,Clear
2024-03-28,15.1,8.5,65.1,0.011,29.4,"Rain, Partially cloudy"
2024-03-29,13.2,5.2,61.5,0.002,33.3,"Rain, Partially cloudy"
2024-03-30,13.2,5.9,64.3,6.069,36.6,"Rain, Partially cloudy"
2024-03-31,12.8,6.8,68.9,0.035,18.2,"Rain, Partially cloudy"
2024-04-01,15.0,7.2,61.8,0.0,20.5,Partially cloudy
2024-04-02,18.0,6.7,51.3,0.0,20.5,Clear
2024-04-03,19.5,6.7,46.9,0.0,24.1,Clear
2024-04-04,11.3,5.6,68.6,3.199,34.9,"Rain, Partially cloudy"
2024-04-05,8.8,3.1,68.9,2.861,27.6,"Rain, Partially cloudy"
2024-04-06,9.5,3.2,68.2,0.0,14.9,Partially cloudy
2024-04-07,11.0,2.6,59.2,0.0,22.8,Partially cloudy
2024-04-08,12.6,2.9,53.9,0.0,13.3,Clear
2024-04-09,16.7,3.5,46.2,0.0,13.0,Clear
2024-04-10,19.6,5.6,42.5,0.0,22.2,Clear
2024-04-11,21.6,8.9,47.7,0.0,22.2,Clear
2024-04-12,22.6,7.8,44.6,0.0,27.7,Clear
2024-04-13,12.3,5.9,69.1,10.614,59.2,"Rain, Partially cloudy"
2024-04-14,10.2,6.3,77.7,3.454,31.6,"Rain, Partially cloudy"
2024-04-15,13.0,7.3,70.2,0.0,9.6,Partially cloudy
2024-04-16,16.4,8.3,60.9,0.0,22.2,Clear
2024-04-17,19.6,11.2,61.0,0.0,19.6,Clear
2024-04-18,21.4,11.2,55.4,0.0,13.1,Clear
2024-04-19,21.6,11.5,54.5,0.0,16.7,Clear
2024-04-20,21.7,10.6,52.1,0.0,20.6,Clear
2024-04-21,22.4,10.4,50.3,0.0,16.6,Clear
2024-04-22,23.8,10.4,45.3,0.0,25.8,Clear
2024-04-23,18.2,5.7,45.8,0.0,22.3,Clear
2024-04-24,15.9,7.6,59.2,0.0,18.5,Partially cloudy
2024-04-25,17.0,8.1,57.4,0.0,22.6,Partially cloudy
2024-04-26,16.2,7.5,57.6,0.0,26.0,Partially cloudy
2024-04-27,16.0,6.6,55.7,0.0,22.5,Partially cloudy
2024-04-28,18.4,7.0,50.0,0.0,23.2,Clear
2024-04-29,18.9,6.4,46.5,0.0,26.8,Clear
2024-04-30,19.3,4.7,40.4,0.0,20.6,Clear
2024-05-01,18.5,4.0,40.6,0.0,22.4,Clear
2024-05-02,20.1,4.2,37.4,0.0,20.5,Clear
2024-05-03,21.5,8.0,43.2,0.0,22.4,Clear
2024-05-04,16.9,8.6,60.7,2.467,35.2,"Rain, Partially cloudy"
2024-05-05,12.6,4.7,63.1,0.318,27.8,"Rain, Partially cloudy"
2024-05-06,14.7,3.1,49.1,0.0,18.5,Clear
2024-05-07,16.8,4.5,46.9,0.0,26.2,Clear
2024-05-08,18.8,4.0,40.0,0.0,18.3,Clear
2024-05-09,22.5,2.1,29.9,0.0,28.1,Clear
2024-05-10,23.9,3.5,28.6,0.0,20.5,Clear
2024-05-11,25.2,4.6,28.1,0.0,20.1,Clear
2024-05-12,26.7,5.3,26.3,0.0,20.6,Clear
2024-05-13,25.1,8.0,35.8,0.0,16.6,Clear
2024-05-14,25.1,7.7,35.7,0.0,22.3,Clear
2024-05-15,26.5,9.0,34.8,0.0,20.4,Clear
2024-05-16,27.2,10.3,36.8,0.0,20.6,Clear
2024-05-17,24.9,9.6,39.7,0.0,20.4,Clear
2024-05-18,23.7,9.1,40.7,0.0,27.6,Clear
2024-05-19,23.4,9.6,43.3,0.0,24.0,Clear
2024-05-20,22.0,3.4,32.4,0.0,29.4,Clear
2024-05-21,22.6,4.8,33.7,0.0,22.4,Clear
2024-05-22,24.0,2.7,27.7,0.0,24.2,Clear
2024-05-23,22.9,6.9,37.0,0.0,24.1,Clear
2024-05-24,21.8,2.8,30.2,0.0,33.3,Clear
2024-05-25,18.9,5.9,44.5,0.0,23.7,Clear
2024-05-26,20.8,9.1,50.0,0.0,16.6,Clear
2024-05-27,24.2,8.9,39.9,0.0,18.7,Clear
2024-05-28,25.4,7.7,34.0,0.0,22.6,Clear
2024-05-29,24.3,6.7,34.2,0.0,24.2,Clear
2024-05-30,25.8,7.7,33.5,0.0,20.9,Clear
2024-05-31,27.8,7.2,29.1,0.0,18.4,Clear
2024-06-01,27.6,6.0,27.4,0.0,29.7,Clear
2024-06-02,24.3,8.0,36.1,0.0,18.8,Clear
2024-06-03,24.9,12.1,45.3,0.0,24.2,Clear
2024-06-04,25.3,12.8,48.4,0.0,17.2,Clear
2024-06-05,30.9,14.2,37.3,0.0,18.4,Clear
2024-06-06,33.3,15.0,34.8,0.0,24.0,Clear
2024-06-07,31.5,9.7,28.7,0.0,29.5,Clear
2024-06-08,27.5,9.7,34.3,0.0,25.9,Clear
2024-06-09,26.7,8.6,34.0,0.0,18.5,Clear
2024-06-10,27.6,9.8,33.9,0.0,22.3,Clear
2024-06-11,30.7,12.1,33.4,0.0,24.1,Clear
2024-06-12,31.8,13.4,33.8,0.0,29.2,Clear
2024-06-13,29.1,9.4,30.8,0.0,29.2,Clear
2024-06-14,27.9,8.1,30.8,0.0,18.6,Clear
2024-06-15,25.8,3.0,24.5,0.0,20.7,Clear
2024-06-16,24.9,5.7,30.7,0.0,26.0,Clear
2024-06-17,23.4,6.2,33.6,0.0,30.0,Clear
2024-06-18,24.1,2.5,26.1,0.0,20.6,Clear
2024-06-19,25.5,2.4,24.7,0.0,22.3,Clear
2024-06-20,25.5,4.5,28.0,0.0,22.4,Clear
2024-06-21,27.4,7.2,29.3,0.0,18.5,Clear
2024-06-22,31.3,9.3,27.0,0.0,22.2,Clear
2024-06-23,33.9,7.1,19.7,0.0,24.1,Clear
2024-06-24,33.6,7.2,20.3,0.0,27.3,Clear
2024-06-25,33.0,10.7,26.7,0.0,29.3,Clear
2024-06-26,31.1,6.6,22.5,0.0,22.4,Clear
2024-06-27,28.7,7.7,28.8,0.0,20.7,Clear
2024-06-28,28.8,8.7,30.9,0.0,22.4,Clear
2024-06-29,30.2,7.8,26.0,0.0,20.6,Clear
2024-06-30,30.1,9.4,28.3,0.0,24.1,Clear
2024-07-01,30.0,12.5,36.2,0.011,24.1,Rain
2024-07-02,32.5,10.7,27.6,0.0,22.3,Clear
2024-07-03,34.8,11.6,25.9,0.0,25.8,Clear
2024-07-04,34.6,10.7,24.9,0.0,22.4,Clear
2024-07-05,33.9,12.1,29.5,0.0,20.6,Clear
2024-07-06,36.1,12.0,24.8,0.0,25.9,Clear
2024-07-07,37.2,12.9,24.6,0.0,20.7,Clear
2024-07-08,35.7,11.7,26.8,0.0,23.0,Clear
2024-07-09,33.7,11.2,27.0,0.0,23.0,Clear
2024-07-10,33.2,12.6,30.4,0.0,22.3,Clear
2024-07-11,34.9,13.1,28.1,0.0,18.5,Clear
2024-07-12,35.3,8.8,20.3,0.0,22.3,Clear
2024-07-13,35.0,12.1,25.8,0.0,20.3,Clear
2024-07-14,32.6,12.2,29.2,0.0,18.4,Clear
2024-07-15,31.8,10.3,27.4,0.0,16.7,Clear
2024-07-16,30.9,13.1,35.8,0.0,22.4,Clear
2024-07-17,28.6,12.4,39.4,0.0,24.1,Clear
2024-07-18,30.8,10.1,30.5,0.0,25.1,Clear
2024-07-19,32.3,9.8,25.7,0.0,22.3,Clear
2024-07-20,34.0,11.2,26.8,0.0,21.9,Clear
2024-07-21,32.6,10.7,26.7,0.0,21.9,Clear
2024-07-22,33.5,12.4,29.8,0.0,24.0,Clear
2024-07-23,35.2,10.5,22.7,0.0,20.6,Clear
2024-07-24,35.9,12.1,25.2,0.0,29.1,Clear
2024-07-25,34.1,12.9,28.6,0.0,24.1,Clear
2024-07-26,33.2,10.3,27.9,0.0,27.4,Clear
2024-07-27,28.3,5.1,23.9,0.0,22.3,Clear
2024-07-28,26.2,10.8,40.6,0.0,20.4,Clear
2024-07-29,27.6,8.2,29.7,0.0,18.3,Clear
2024-07-30,27.9,10.3,36.4,0.0,20.5,Clear
2024-07-31,29.0,10.0,32.4,0.0,20.4,Clear
2024-08-01,30.6,11.9,32.6,0.0,16.6,Clear
2024-08-02,30.1,11.3,31.9,0.0,23.9,Clear
2024-08-03,31.9,12.9,32.9,0.0,18.5,Clear
2024-08-04,33.3,12.9,30.4,0.0,22.4,Clear
2024-08-05,32.4,13.9,35.0,0.0,20.8,Clear
2024-08-06,32.6,12.8,33.3,0.0,22.3,Clear
2024-08-07,34.0,10.0,26.0,0.0,22.4,Clear
2024-08-08,32.7,6.0,20.9,0.0,20.7,Clear
2024-08-09,32.0,6.2,21.7,0.0,20.6,Clear
2024-08-10,31.8,7.6,24.0,0.0,22.4,Clear
2024-08-11,32.2,6.3,21.8,0.0,22.4,Clear
2024-08-12,30.3,9.2,29.1,0.0,24.2,Clear
2024-08-13,29.0,9.2,32.2,0.0,22.3,Clear
2024-08-14,28.0,8.8,31.9,0.0,27.0,Clear
2024-08-15,28.0,8.7,32.0,0.0,22.4,Clear
2024-08-16,28.6,8.8,30.3,0.0,20.5,Clear
2024-08-17,28.0,10.5,35.0,0.0,20.6,Clear
2024-08-18,25.9,14.0,50.0,0.0,18.4,Clear
2024-08-19,26.8,12.6,44.5,0.0,18.4,Clear
2024-08-20,27.6,10.4,37.4,0.0,18.3,Clear
2024-08-21,27.2,9.2,34.6,0.0,21.6,Clear
2024-08-22,26.3,7.8,33.2,0.0,23.9,Clear
2024-08-23,21.8,10.3,49.3,0.0,22.4,Clear
2024-08-24,21.7,9.5,47.3,0.0,25.8,Clear
2024-08-25,22.4,10.3,48.6,0.0,20.4,Clear
2024-08-26,26.1,9.9,37.8,0.0,22.4,Clear
2024-08-27,28.3,9.4,32.4,0.0,23.9,Clear
2024-08-28,30.0,8.1,27.1,0.0,16.6,Clear
2024-08-29,29.3,7.1,26.0,0.0,20.6,Clear
2024-08-30,28.8,8.7,29.8,0.0,15.0,Clear
2024-08-31,29.4,11.1,33.4,0.0,16.7,Clear
2024-09-01,29.8,12.4,35.9,0.0,16.7,Clear
2024-09-02,28.3,12.3,39.4,0.0,14.9,Clear
2024-09-03,29.1,12.5,37.7,0.0,21.9,Clear
2024-09-04,31.8,11.3,29.8,0.0,22.4,Clear
2024-09-05,31.2,10.7,29.6,0.0,22.0,Clear
2024-09-06,32.3,8.4,25.0,0.0,18.3,Clear
2024-09-07,31.5,8.5,25.1,0.0,20.5,Clear
2024-09-08,30.5,9.6,28.7,0.0,18.5,Clear
2024-09-09,32.0,8.2,24.8,0.0,24.1,Clear
2024-09-10,29.1,7.0,26.6,0.0,27.6,Clear
2024-09-11,24.9,6.7,32.2,0.0,22.5,Clear
2024-09-12,22.3,10.2,47.6,0.0,18.6,Clear
2024-09-13,24.8,9.6,39.6,0.0,18.5,Clear
2024-09-14,26.6,9.2,35.0,0.0,20.5,Clear
2024-09-15,25.2,7.3,33.1,0.0,29.5,Clear
2024-09-16,18.4,6.7,48.5,0.0,23.9,Clear
2024-09-17,19.3,8.1,50.8,0.0,23.7,Clear
2024-09-18,21.6,8.0,42.7,0.0,18.4,Clear
2024-09-19,21.8,9.7,46.9,0.0,18.4,Clear
2024-09-20,23.8,11.2,46.8,0.006,22.2,Rain
2024-09-21,25.9,10.1,38.5,0.0,18.4,Clear
2024-09-22,26.5,10.8,38.3,0.0,16.7,Clear
2024-09-23,27.8,11.9,39.0,0.0,20.4,Clear
2024-09-24,29.6,10.6,33.0,0.0,20.4,Clear
2024-09-25,28.9,6.8,25.5,0.0,25.9,Clear
2024-09-26,24.9,8.4,36.0,0.0,18.3,Clear
2024-09-27,25.4,10.0,39.0,0.0,13.1,Clear
2024-09-28,27.1,9.3,34.7,0.0,16.6,Clear
2024-09-29,26.2,7.9,32.2,0.0,18.4,Clear
2024-09-30,25.8,9.3,36.1,0.0,23.2,Clear
2024-10-01,27.8,11.2,36.8,0.0,23.1,Clear
2024-10-02,29.7,11.7,34.8,0.0,18.2,Clear
2024-10-03,31.1,10.1,29.2,0.0,16.6,Clear
2024-10-04,30.6,8.3,26.3,0.0,18.4,Clear
2024-10-05,29.8,7.6,26.2,0.0,13.1,Clear
2024-10-06,29.5,9.1,28.9,0.0,18.4,Clear
2024-10-07,29.1,10.5,32.5,0.0,14.9,Clear
2024-10-08,28.9,8.0,28.8,0.0,14.8,Clear
2024-10-09,27.2,7.0,28.7,0.0,18.3,Clear
2024-10-10,25.5,8.6,35.2,0.0,18.4,Clear
2024-10-11,24.4,9.2,40.0,0.0,16.7,Clear
2024-10-12,22.2,7.7,40.3,0.0,14.9,Clear
2024-10-13,20.9,11.2,54.2,0.0,21.0,Clear
2024-10-14,22.3,12.0,52.9,0.0,20.3,Clear
2024-10-15,22.8,12.9,54.8,0.0,16.6,Clear
2024-10-16,22.6,12.9,55.2,0.0,20.4,Clear
2024-10-17,19.8,10.9,58.6,0.0,28.0,Clear
2024-10-18,15.5,1.0,40.5,0.0,14.8,Clear
2024-10-19,17.8,-1.9,28.8,0.0,18.2,Clear
2024-10-20,20.6,-1.7,23.8,0.0,14.8,Clear
2024-10-21,20.4,-0.3,26.1,0.0,14.9,Clear
2024-10-22,19.8,2.2,32.2,0.0,12.9,Clear
2024-10-23,19.4,4.6,39.2,0.0,13.2,Clear
2024-10-24,18.2,5.6,44.6,0.0,11.0,Clear
2024-10-25,19.4,5.7,42.5,0.0,20.4,Clear
2024-10-26,18.8,6.9,47.1,0.0,11.2,Clear
2024-10-27,18.6,6.5,45.8,0.0,9.5,Clear
2024-10-28,16.0,5.9,52.7,0.0,24.3,Partially cloudy
2024-10-29,13.9,5.0,56.7,0.007,18.6,"Rain, Partially cloudy"
2024-10-30,14.5,2.4,46.2,0.0,13.1,Clear
2024-10-31,14.7,2.1,45.0,0.0,24.3,Clear
2024-11-01,13.9,5.7,58.5,0.0,14.8,Clear
2024-11-02,15.3,6.6,57.5,0.486,22.6,"Rain, Partially cloudy"
2024-11-03,13.3,6.3,63.3,0.002,18.4,"Rain, Partially cloudy"
2024-11-04,13.5,3.6,53.2,0.0,12.9,Clear
2024-11-05,13.4,3.1,50.7,0.0,13.2,Clear
2024-11-06,14.9,-2.3,37.7,0.0,38.8,Clear
2024-11-07,13.7,-3.8,33.5,0.0,17.2,Clear
2024-11-08,14.5,-6.1,24.6,0.0,12.7,Clear
2024-11-09,14.1,-3.8,29.8,0.0,12.9,Clear
2024-11-10,14.1,-1.4,35.6,0.0,11.2,Clear
2024-11-11,13.6,3.7,55.3,1.482,47.9,"Rain, Partially cloudy"
2024-11-12,11.5,6.8,75.2,0.0,13.1,Partially cloudy
2024-11-13,11.9,4.5,62.8,0.0,11.1,Clear
2024-11-14,11.9,5.3,65.1,0.0,15.0,Clear
2024-11-15,10.5,5.7,74.1,2.876,22.4,"Rain, Partially cloudy"
2024-11-16,9.2,2.6,65.0,0.0,16.8,Partially cloudy
2024-11-17,8.9,1.3,60.6,0.0,13.1,Clear
2024-11-18,8.9,3.6,69.7,0.0,17.1,Partially cloudy
2024-11-19,9.4,1.8,61.6,0.0,11.1,Clear
